trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
246,False,"{'a': 0.5, 'e': 0.0843835653264699}",25,15,5.182679897807954,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.0835397296732052}",25,16,15.63818276430642,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08270433237647315}",20,8,18.88556185488548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08187728905270841}",20,9,21.72205185018375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08105851616218133}",25,14,19.733001375527174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08024793100055952}",25,16,21.12528304587773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.07944545169055392}",30,13,28.074605366606537,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07865099717364837}",20,12,18.341897701241155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07786448720191189}",25,12,12.342837628638012,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07708584232989277}",20,0,31.893914552376724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.07631498390659384}",20,0,20.47721015229424,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.07555183406752791}",25,11,28.50821249487719,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07479631572685264}",30,0,16.561075403607642,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.07404835256958411}",30,14,18.046893119797822,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07330786904388827}",25,14,-19.704750026091663,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.07257479035344938}",20,12,1.8285948957677365,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07184904244991488}",20,16,8.49609344595585,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07113055202541574}",20,2,28.728510767604135,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07041924650516158}",30,8,-4.869552040215163,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.06971505404010997}",35,6,31.11002642427345,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06901790349970886}",20,8,20.97079179352022,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06832772446471178}",25,0,-2.7012493144391474,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.06764444722006466}",25,13,21.421197686779447,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.066968002747864}",20,0,1.46593948833753,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.06629832272038537}",20,10,14.76581816044546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318151}",20,8,24.7212298857723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06497898609824969}",20,11,15.91700445634526,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.0643291962372672}",20,4,15.005548512847149,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489453}",20,8,25.05965297844685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06304904523214558}",20,12,15.235463877150293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06241855477982412}",25,17,15.224616762392499,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06179436923202588}",20,12,12.790104821965592,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06117642553970562}",25,5,-9.50014677209699,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.06056466128430856}",20,12,13.61278355163065,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.05995901467146548}",30,14,-25.911793519248867,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.05935942452475082}",25,11,13.914725141185567,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.058765830279503314}",20,0,-33.6055236772356,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.05817817197670828}",20,10,10.409786528831273,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.057596390256941195}",20,7,16.418643825382556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05702042635437178}",30,11,23.0502674565748,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05645022209082806}",25,16,15.540998869471554,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05588571986991978}",30,13,32.773044079638815,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.055326862671220584}",30,16,11.663318591391471,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05477359404450838}",20,0,27.64213463617937,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.054225858104063294}",20,16,9.30642432189973,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05368359952302266}",20,16,7.30916615949288,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.053146763527792434}",20,14,10.743405377432415,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.052615295892514506}",20,3,27.30600608549302,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.052089142933589364}",35,5,13.044483056681214,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05156825150425347}",20,5,28.332378225559417,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.051052568989210935}",25,0,43.19129270193899,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.05054204329931883}",20,9,17.858820773391876,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05003662286632564}",35,25,17.365159978489363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.04953625663766238}",20,11,-6.737097023292046,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,7,21.432027763056595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,0,31.044950463703618,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0.0, 'e': 0.0}",20,11,14.923015155643418,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,12,26.15994811532832,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",30,17,27.267786372962796,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,16,8.783724546684748,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,5,23.680920214662457,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,12,24.277976915405397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,19,13.305500363530374,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,0,39.09695211960782,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
